LIABILITIES          ID                   Segment                           Amount       Rate  Base Rate     Spread    Rate Type  Repricing   Orig. Mat.  Resid. Mat.
======================================================================================================================================================
                     nmd_retail_current_000001 Retail Current (NMD)               28200      2.06%      3.98%     -1.92%      Managed        O/N          0.0          0.0
                     term_deposit_1018    Term Deposit                          30      2.98%      3.55%     -0.57%        Fixed    At Mat.          3.0         1.99
                     term_deposit_1019    Term Deposit                          36      2.83%      3.62%     -0.79%        Fixed    At Mat.          1.0         0.72
                     term_deposit_1020    Term Deposit                          24      3.46%      3.54%     -0.08%        Fixed    At Mat.          2.0         1.07
                     term_deposit_1021    Term Deposit                          11      2.67%      3.55%     -0.88%        Fixed    At Mat.          3.0         1.43
                     term_deposit_1022    Term Deposit                           9      3.19%      3.62%     -0.43%        Fixed    At Mat.          1.0         0.49
                     term_deposit_1023    Term Deposit                          21      3.16%      3.62%     -0.46%        Fixed    At Mat.          1.0         0.94
                     term_deposit_1024    Term Deposit                          17      2.98%      3.75%     -0.77%        Fixed    At Mat.          0.5          0.3
                     term_deposit_1025    Term Deposit                          20      3.22%      3.75%     -0.53%        Fixed    At Mat.          0.5         0.44
                     term_deposit_1026    Term Deposit                          19      3.29%      3.75%     -0.46%        Fixed    At Mat.          0.5         0.32
                     term_deposit_1027    Term Deposit                          91      3.06%      3.54%     -0.48%        Fixed    At Mat.          2.0         0.87
                     term_deposit_1028    Term Deposit                           9      3.10%      3.75%     -0.65%        Fixed    At Mat.          0.5          0.4
                     term_deposit_1029    Term Deposit                           6      3.38%      3.81%     -0.43%        Fixed    At Mat.         0.25         0.19
                     term_deposit_1030    Term Deposit                          24      2.50%      3.75%     -1.25%        Fixed    At Mat.          0.5         0.22
                     term_deposit_1031    Term Deposit                          15      2.71%      3.62%     -0.91%        Fixed    At Mat.          1.0         0.88
                     term_deposit_1032    Term Deposit                          23      3.15%      3.81%     -0.66%        Fixed    At Mat.         0.25         0.18
                     term_deposit_1033    Term Deposit                          27      2.97%      3.62%     -0.65%        Fixed    At Mat.          1.0         0.67
                     term_deposit_1034    Term Deposit                          42      3.01%      3.81%     -0.80%        Fixed    At Mat.         0.25         0.18
                     term_deposit_1035    Term Deposit                           8      3.01%      3.55%     -0.54%        Fixed    At Mat.          3.0          1.4
                     term_deposit_1036    Term Deposit                          14      3.40%      3.62%     -0.22%        Fixed    At Mat.          1.0         0.68
                     term_deposit_1037    Term Deposit                          25      3.14%      3.75%     -0.61%        Fixed    At Mat.          0.5         0.23
                     term_deposit_1038    Term Deposit                          31      3.47%      3.62%     -0.15%        Fixed    At Mat.          1.0         0.47
                     term_deposit_1039    Term Deposit                          72      3.12%      3.75%     -0.63%        Fixed    At Mat.          0.5         0.49
                     term_deposit_1040    Term Deposit                          34      3.00%      3.75%     -0.75%        Fixed    At Mat.          0.5         0.49
                     term_deposit_1041    Term Deposit                          19      2.97%      3.54%     -0.56%        Fixed    At Mat.          2.0         1.15
                     term_deposit_1042    Term Deposit                          11      3.39%      3.75%     -0.36%        Fixed    At Mat.          0.5         0.34
                     term_deposit_1043    Term Deposit                          14      3.30%      3.62%     -0.32%        Fixed    At Mat.          1.0         0.67
                     term_deposit_1044    Term Deposit                          14      3.42%      3.75%     -0.33%        Fixed    At Mat.          0.5         0.44
                     term_deposit_1045    Term Deposit                          29      3.52%      3.62%     -0.10%        Fixed    At Mat.          1.0         0.99
                     term_deposit_1046    Term Deposit                          23      3.13%      3.62%     -0.49%        Fixed    At Mat.          1.0         0.43
                     term_deposit_1047    Term Deposit                           9      3.08%      3.75%     -0.67%        Fixed    At Mat.          0.5         0.44
                     term_deposit_1048    Term Deposit                          15      3.16%      3.75%     -0.59%        Fixed    At Mat.          0.5         0.23
                     term_deposit_1049    Term Deposit                          33      3.14%      3.81%     -0.67%        Fixed    At Mat.         0.25         0.12
                     term_deposit_1050    Term Deposit                          24      3.26%      3.54%     -0.27%        Fixed    At Mat.          2.0         1.41
                     term_deposit_1051    Term Deposit                          27      3.15%      3.75%     -0.60%        Fixed    At Mat.          0.5         0.45
                     term_deposit_1052    Term Deposit                          24      2.99%      3.55%     -0.56%        Fixed    At Mat.          3.0         2.22
                     term_deposit_1053    Term Deposit                          51      3.21%      3.81%     -0.60%        Fixed    At Mat.         0.25         0.23
                     term_deposit_1054    Term Deposit                          22      3.23%      3.62%     -0.39%        Fixed    At Mat.          1.0         0.63
                     term_deposit_1055    Term Deposit                          15      2.97%      3.55%     -0.58%        Fixed    At Mat.          3.0          2.4
                     term_deposit_1056    Term Deposit                          11      3.38%      3.75%     -0.37%        Fixed    At Mat.          0.5         0.42
                     term_deposit_1057    Term Deposit                          22      3.03%      3.54%     -0.51%        Fixed    At Mat.          2.0         1.97
                     term_deposit_1058    Term Deposit                           4      2.89%      3.55%     -0.66%        Fixed    At Mat.          3.0         1.91
                     term_deposit_1059    Term Deposit                          17      3.04%      3.75%     -0.71%        Fixed    At Mat.          0.5         0.32
                     term_deposit_1060    Term Deposit                          17      3.21%      3.75%     -0.55%        Fixed    At Mat.          0.5         0.23
                     term_deposit_1061    Term Deposit                           9      3.43%      3.75%     -0.33%        Fixed    At Mat.          0.5         0.35
                     term_deposit_1062    Term Deposit                          11      3.24%      3.62%     -0.38%        Fixed    At Mat.          1.0         0.47
                     term_deposit_1063    Term Deposit                          31      3.23%      3.75%     -0.53%        Fixed    At Mat.          0.5         0.27
                     term_deposit_1064    Term Deposit                          22      3.10%      3.55%     -0.45%        Fixed    At Mat.          3.0         1.86
                     term_deposit_1065    Term Deposit                          21      2.92%      3.54%     -0.62%        Fixed    At Mat.          2.0         1.74
                     term_deposit_1066    Term Deposit                          23      3.29%      3.54%     -0.25%        Fixed    At Mat.          2.0         1.44
                     term_deposit_1067    Term Deposit                          20      3.24%      3.54%     -0.30%        Fixed    At Mat.          2.0         1.33
                     term_deposit_1068    Term Deposit                          41      3.86%      3.75%      0.11%        Fixed    At Mat.          0.5          0.3
                     term_deposit_1069    Term Deposit                          21      3.60%      3.62%     -0.02%        Fixed    At Mat.          1.0         0.43
                     term_deposit_1070    Term Deposit                           8      3.26%      3.55%     -0.29%        Fixed    At Mat.          3.0         1.39
                     term_deposit_1071    Term Deposit                          51      3.38%      3.75%     -0.36%        Fixed    At Mat.          0.5         0.29
                     term_deposit_1072    Term Deposit                          24      3.09%      3.54%     -0.45%        Fixed    At Mat.          2.0         1.16
                     term_deposit_1073    Term Deposit                          14      2.97%      3.62%     -0.65%        Fixed    At Mat.          1.0         0.58
                     term_deposit_1074    Term Deposit                           9      3.03%      3.67%     -0.64%        Fixed    At Mat.          5.0          4.7
                     term_deposit_1075    Term Deposit                          24      2.90%      3.75%     -0.85%        Fixed    At Mat.          0.5         0.45
                     term_deposit_1076    Term Deposit                          18      2.82%      3.75%     -0.93%        Fixed    At Mat.          0.5          0.4
                     term_deposit_1077    Term Deposit                          50      3.18%      3.81%     -0.63%        Fixed    At Mat.         0.25         0.24
                     term_deposit_1078    Term Deposit                          16      3.34%      3.62%     -0.28%        Fixed    At Mat.          1.0         0.94
                     term_deposit_1079    Term Deposit                          12      3.32%      3.75%     -0.43%        Fixed    At Mat.          0.5         0.24
                     term_deposit_1080    Term Deposit                          33      3.35%      3.62%     -0.27%        Fixed    At Mat.          1.0         0.66
                     term_deposit_1081    Term Deposit                          34      3.38%      3.62%     -0.24%        Fixed    At Mat.          1.0         0.67
                     term_deposit_1082    Term Deposit                          21      3.01%      3.62%     -0.61%        Fixed    At Mat.          1.0         0.56
                     term_deposit_1083    Term Deposit                          29      3.21%      3.62%     -0.40%        Fixed    At Mat.          1.0         0.59
                     term_deposit_1084    Term Deposit                          19      2.98%      3.54%     -0.56%        Fixed    At Mat.          2.0         0.93
                     term_deposit_1085    Term Deposit                          22      3.31%      3.75%     -0.44%        Fixed    At Mat.          0.5         0.26
                     term_deposit_1086    Term Deposit                          39      3.22%      3.55%     -0.33%        Fixed    At Mat.          3.0         2.97
                     term_deposit_1087    Term Deposit                          28      2.93%      3.54%     -0.61%        Fixed    At Mat.          2.0         1.35
                     term_deposit_1088    Term Deposit                          17      2.72%      3.62%     -0.90%        Fixed    At Mat.          1.0         0.57
                     term_deposit_1089    Term Deposit                          43      3.40%      3.62%     -0.21%        Fixed    At Mat.          1.0          0.7
                     term_deposit_1090    Term Deposit                           5      2.99%      3.54%     -0.55%        Fixed    At Mat.          2.0         1.28
                     term_deposit_1091    Term Deposit                          66      3.67%      3.62%      0.04%        Fixed    At Mat.          1.0         0.65
                     term_deposit_1092    Term Deposit                           7      3.01%      3.75%     -0.74%        Fixed    At Mat.          0.5          0.5
                     term_deposit_1093    Term Deposit                          13      2.93%      3.54%     -0.61%        Fixed    At Mat.          2.0          1.4
                     term_deposit_1094    Term Deposit                          19      3.06%      3.54%     -0.48%        Fixed    At Mat.          2.0         1.24
                     term_deposit_1095    Term Deposit                          18      3.33%      3.75%     -0.42%        Fixed    At Mat.          0.5         0.44
                     term_deposit_1096    Term Deposit                          35      3.63%      3.81%     -0.18%        Fixed    At Mat.         0.25         0.13
                     term_deposit_1097    Term Deposit                          10      3.13%      3.54%     -0.41%        Fixed    At Mat.          2.0         0.86
                     term_deposit_1098    Term Deposit                          23      2.80%      3.62%     -0.82%        Fixed    At Mat.          1.0         0.46
                     term_deposit_1099    Term Deposit                          14      3.26%      3.54%     -0.28%        Fixed    At Mat.          2.0         1.69
                     term_deposit_1100    Term Deposit                          23      3.02%      3.54%     -0.52%        Fixed    At Mat.          2.0         1.93
                     term_deposit_1101    Term Deposit                          19      3.16%      3.54%     -0.38%        Fixed    At Mat.          2.0         1.34
                     term_deposit_1102    Term Deposit                          20      3.06%      3.75%     -0.69%        Fixed    At Mat.          0.5         0.42
                     term_deposit_1103    Term Deposit                          14      3.19%      3.75%     -0.56%        Fixed    At Mat.          0.5         0.23
                     term_deposit_1104    Term Deposit                          14      3.09%      3.55%     -0.46%        Fixed    At Mat.          3.0         2.35
                     term_deposit_1105    Term Deposit                          23      2.79%      3.75%     -0.96%        Fixed    At Mat.          0.5         0.32
                     term_deposit_1106    Term Deposit                          34      3.08%      3.62%     -0.54%        Fixed    At Mat.          1.0         0.48
                     term_deposit_1107    Term Deposit                          13      3.08%      3.54%     -0.46%        Fixed    At Mat.          2.0          1.4
                     term_deposit_1108    Term Deposit                          11      3.19%      3.54%     -0.35%        Fixed    At Mat.          2.0         1.28
                     term_deposit_1109    Term Deposit                          28      3.26%      3.81%     -0.55%        Fixed    At Mat.         0.25         0.15
                     term_deposit_1110    Term Deposit                          19      3.33%      3.62%     -0.29%        Fixed    At Mat.          1.0         0.62
                     term_deposit_1111    Term Deposit                          32      3.31%      3.54%     -0.23%        Fixed    At Mat.          2.0         0.84
                     term_deposit_1112    Term Deposit                          11      3.30%      3.62%     -0.32%        Fixed    At Mat.          1.0         0.72
                     term_deposit_1113    Term Deposit                           7      3.11%      3.62%     -0.51%        Fixed    At Mat.          1.0         0.63
                     term_deposit_1114    Term Deposit                          14      2.60%      3.55%     -0.95%        Fixed    At Mat.          3.0         2.31
                     term_deposit_1115    Term Deposit                          12      3.16%      3.81%     -0.65%        Fixed    At Mat.         0.25         0.13
                     term_deposit_1116    Term Deposit                          18      3.42%      3.81%     -0.39%        Fixed    At Mat.         0.25         0.21
                     term_deposit_1117    Term Deposit                          13      2.98%      3.54%     -0.56%        Fixed    At Mat.          2.0         1.48
                     term_deposit_1118    Term Deposit                          30      2.96%      3.62%     -0.66%        Fixed    At Mat.          1.0         0.75
                     term_deposit_1119    Term Deposit                          16      3.33%      3.81%     -0.48%        Fixed    At Mat.         0.25         0.17
                     term_deposit_1120    Term Deposit                          21      3.24%      3.81%     -0.57%        Fixed    At Mat.         0.25         0.16
                     term_deposit_1121    Term Deposit                          21      3.23%      3.62%     -0.39%        Fixed    At Mat.          1.0         0.93
                     term_deposit_1122    Term Deposit                          22      3.04%      3.81%     -0.77%        Fixed    At Mat.         0.25         0.23
                     term_deposit_1123    Term Deposit                          19      3.33%      3.62%     -0.29%        Fixed    At Mat.          1.0          0.9
                     term_deposit_1124    Term Deposit                          26      3.16%      3.62%     -0.46%        Fixed    At Mat.          1.0         0.75
                     term_deposit_1125    Term Deposit                          12      3.04%      3.75%     -0.71%        Fixed    At Mat.          0.5         0.45
                     term_deposit_1126    Term Deposit                          45      3.15%      3.62%     -0.47%        Fixed    At Mat.          1.0          0.7
                     term_deposit_1127    Term Deposit                          17      3.12%      3.75%     -0.63%        Fixed    At Mat.          0.5         0.35
                     term_deposit_1128    Term Deposit                           9      3.00%      3.54%     -0.54%        Fixed    At Mat.          2.0         1.42
                     term_deposit_1129    Term Deposit                          22      3.15%      3.62%     -0.47%        Fixed    At Mat.          1.0         0.96
                     term_deposit_1130    Term Deposit                          12      3.34%      3.81%     -0.47%        Fixed    At Mat.         0.25         0.21
                     term_deposit_1131    Term Deposit                          29      3.52%      3.81%     -0.29%        Fixed    At Mat.         0.25         0.16
                     term_deposit_1132    Term Deposit                          73      3.09%      3.55%     -0.46%        Fixed    At Mat.          3.0         1.77
                     term_deposit_1133    Term Deposit                          12      3.09%      3.81%     -0.72%        Fixed    At Mat.         0.25         0.19
                     term_deposit_1134    Term Deposit                          24      3.09%      3.54%     -0.45%        Fixed    At Mat.          2.0         0.86
                     term_deposit_1135    Term Deposit                           7      3.22%      3.62%     -0.40%        Fixed    At Mat.          1.0         0.71
                     term_deposit_1136    Term Deposit                          25      3.25%      3.55%     -0.30%        Fixed    At Mat.          3.0         2.28
                     term_deposit_1137    Term Deposit                          11      2.94%      3.62%     -0.69%        Fixed    At Mat.          1.0         0.79
                     term_deposit_1138    Term Deposit                          13      3.08%      3.62%     -0.54%        Fixed    At Mat.          1.0         0.69
                     term_deposit_1139    Term Deposit                          10      3.35%      3.62%     -0.27%        Fixed    At Mat.          1.0         0.71
                     term_deposit_1140    Term Deposit                          30      3.23%      3.75%     -0.52%        Fixed    At Mat.          0.5         0.35
                     term_deposit_1141    Term Deposit                          35      3.04%      3.62%     -0.57%        Fixed    At Mat.          1.0         0.53
                     term_deposit_1142    Term Deposit                          20      3.36%      3.81%     -0.45%        Fixed    At Mat.         0.25         0.17
                     term_deposit_1143    Term Deposit                          11      3.36%      3.75%     -0.39%        Fixed    At Mat.          0.5         0.46
                     term_deposit_1144    Term Deposit                          50      3.34%      3.67%     -0.33%        Fixed    At Mat.          5.0         2.68
                     term_deposit_1145    Term Deposit                          12      2.91%      3.62%     -0.71%        Fixed    At Mat.          1.0         0.75
                     term_deposit_1146    Term Deposit                           5      3.45%      3.81%     -0.36%        Fixed    At Mat.         0.25          0.2
                     term_deposit_1147    Term Deposit                          25      3.28%      3.62%     -0.34%        Fixed    At Mat.          1.0          0.9
                     term_deposit_1148    Term Deposit                          10      3.26%      3.67%     -0.41%        Fixed    At Mat.          5.0         3.64
                     term_deposit_1149    Term Deposit                          35      2.73%      3.62%     -0.89%        Fixed    At Mat.          1.0         0.52
                     term_deposit_1150    Term Deposit                          15      2.83%      3.62%     -0.79%        Fixed    At Mat.          1.0         0.86
                     term_deposit_1151    Term Deposit                          28      3.48%      3.75%     -0.27%        Fixed    At Mat.          0.5         0.42
                     term_deposit_1152    Term Deposit                          45      3.07%      3.75%     -0.68%        Fixed    At Mat.          0.5         0.38
                     term_deposit_1153    Term Deposit                           9      3.12%      3.75%     -0.63%        Fixed    At Mat.          0.5         0.38
                     term_deposit_1154    Term Deposit                          14      3.32%      3.55%     -0.23%        Fixed    At Mat.          3.0         2.23
                     term_deposit_1155    Term Deposit                          18      3.04%      3.54%     -0.50%        Fixed    At Mat.          2.0         0.97
                     term_deposit_1156    Term Deposit                          49      3.06%      3.54%     -0.48%        Fixed    At Mat.          2.0         1.65
                     term_deposit_1157    Term Deposit                          13      3.12%      3.67%     -0.55%        Fixed    At Mat.          5.0         2.92
                     term_deposit_1158    Term Deposit                          14      2.96%      3.54%     -0.58%        Fixed    At Mat.          2.0         1.41
                     term_deposit_1159    Term Deposit                          26      3.21%      3.81%     -0.60%        Fixed    At Mat.         0.25         0.19
                     term_deposit_1160    Term Deposit                          14      2.96%      3.62%     -0.66%        Fixed    At Mat.          1.0         0.49
                     term_deposit_1161    Term Deposit                          21      3.46%      3.81%     -0.35%        Fixed    At Mat.         0.25         0.25
                     term_deposit_1162    Term Deposit                           8      3.50%      3.81%     -0.31%        Fixed    At Mat.         0.25          0.2
                     term_deposit_1163    Term Deposit                          73      3.50%      3.81%     -0.31%        Fixed    At Mat.         0.25         0.17
                     term_deposit_1164    Term Deposit                           9      2.93%      3.54%     -0.61%        Fixed    At Mat.          2.0         0.94
                     term_deposit_1165    Term Deposit                          16      3.27%      3.54%     -0.27%        Fixed    At Mat.          2.0         0.95
                     term_deposit_1166    Term Deposit                          19      2.98%      3.81%     -0.83%        Fixed    At Mat.         0.25          0.1
                     term_deposit_1167    Term Deposit                          61      2.84%      3.62%     -0.78%        Fixed    At Mat.          1.0         0.72
                     term_deposit_1168    Term Deposit                           9      3.15%      3.75%     -0.60%        Fixed    At Mat.          0.5         0.22
                     term_deposit_1169    Term Deposit                          64      3.08%      3.54%     -0.46%        Fixed    At Mat.          2.0         1.07
                     term_deposit_1170    Term Deposit                          30      3.05%      3.81%     -0.76%        Fixed    At Mat.         0.25         0.22
                     term_deposit_1171    Term Deposit                          25      3.05%      3.62%     -0.57%        Fixed    At Mat.          1.0         0.62
                     term_deposit_1172    Term Deposit                          11      3.17%      3.54%     -0.37%        Fixed    At Mat.          2.0         0.92
                     term_deposit_1173    Term Deposit                          27      3.46%      3.81%     -0.35%        Fixed    At Mat.         0.25         0.15
                     term_deposit_1174    Term Deposit                          13      3.02%      3.62%     -0.60%        Fixed    At Mat.          1.0         0.45
                     term_deposit_1175    Term Deposit                          41      3.09%      3.67%     -0.58%        Fixed    At Mat.          5.0         3.35
                     term_deposit_1176    Term Deposit                          11      2.85%      3.54%     -0.69%        Fixed    At Mat.          2.0         0.98
                     term_deposit_1177    Term Deposit                          18      2.82%      3.75%     -0.93%        Fixed    At Mat.          0.5         0.24
                     term_deposit_1178    Term Deposit                          14      3.38%      3.67%     -0.29%        Fixed    At Mat.          5.0         4.98
                     term_deposit_1179    Term Deposit                          11      3.40%      3.62%     -0.22%        Fixed    At Mat.          1.0         0.89
                     term_deposit_1180    Term Deposit                          30      2.97%      3.55%     -0.58%        Fixed    At Mat.          3.0         1.56
                     term_deposit_1181    Term Deposit                          27      3.22%      3.75%     -0.53%        Fixed    At Mat.          0.5         0.33
                     term_deposit_1182    Term Deposit                          40      3.34%      3.75%     -0.41%        Fixed    At Mat.          0.5         0.23
                     term_deposit_1183    Term Deposit                           7      3.31%      3.62%     -0.31%        Fixed    At Mat.          1.0         0.41
                     term_deposit_1184    Term Deposit                          37      2.85%      3.67%     -0.81%        Fixed    At Mat.          5.0         4.03
                     term_deposit_1185    Term Deposit                          87      3.06%      3.54%     -0.48%        Fixed    At Mat.          2.0         1.14
                     term_deposit_1186    Term Deposit                          15      3.45%      3.81%     -0.36%        Fixed    At Mat.         0.25         0.24
                     term_deposit_1187    Term Deposit                          60      2.86%      3.54%     -0.68%        Fixed    At Mat.          2.0         1.77
                     term_deposit_1188    Term Deposit                          16      3.22%      3.81%     -0.59%        Fixed    At Mat.         0.25         0.13
                     term_deposit_1189    Term Deposit                           8      2.91%      3.75%     -0.84%        Fixed    At Mat.          0.5         0.45
                     term_deposit_1190    Term Deposit                          16      2.87%      3.67%     -0.80%        Fixed    At Mat.          5.0         4.62
                     term_deposit_1191    Term Deposit                          36      3.15%      3.54%     -0.39%        Fixed    At Mat.          2.0         0.97
                     term_deposit_1192    Term Deposit                          12      3.51%      3.75%     -0.24%        Fixed    At Mat.          0.5         0.23
                     term_deposit_1193    Term Deposit                          13      3.29%      3.62%     -0.33%        Fixed    At Mat.          1.0         0.98
                     term_deposit_1194    Term Deposit                          28      2.82%      3.62%     -0.80%        Fixed    At Mat.          1.0         0.53
                     term_deposit_1195    Term Deposit                          19      3.16%      3.62%     -0.46%        Fixed    At Mat.          1.0         0.49
                     term_deposit_1196    Term Deposit                          27      3.04%      3.62%     -0.57%        Fixed    At Mat.          1.0         0.48
                     term_deposit_1197    Term Deposit                          22      3.29%      3.54%     -0.25%        Fixed    At Mat.          2.0          1.1
                     term_deposit_1198    Term Deposit                          26      2.85%      3.62%     -0.77%        Fixed    At Mat.          1.0         0.82
                     term_deposit_1199    Term Deposit                          15      3.20%      3.54%     -0.34%        Fixed    At Mat.          2.0         1.83
                     term_deposit_1200    Term Deposit                          22      3.10%      3.81%     -0.71%        Fixed    At Mat.         0.25         0.24
                     term_deposit_1201    Term Deposit                          11      3.02%      3.62%     -0.60%        Fixed    At Mat.          1.0         0.52
                     term_deposit_1202    Term Deposit                          42      3.31%      3.62%     -0.32%        Fixed    At Mat.          1.0         0.89
                     term_deposit_1203    Term Deposit                          13      3.16%      3.62%     -0.46%        Fixed    At Mat.          1.0          0.6
                     term_deposit_1204    Term Deposit                          38      2.91%      3.55%     -0.64%        Fixed    At Mat.          3.0         2.87
                     term_deposit_1205    Term Deposit                          17      3.32%      3.75%     -0.43%        Fixed    At Mat.          0.5         0.28
                     term_deposit_1206    Term Deposit                          22      3.24%      3.81%     -0.57%        Fixed    At Mat.         0.25         0.16
                     term_deposit_1207    Term Deposit                          14      3.40%      3.62%     -0.22%        Fixed    At Mat.          1.0          0.8
                     term_deposit_1208    Term Deposit                          10      3.12%      3.54%     -0.41%        Fixed    At Mat.          2.0         1.69
                     term_deposit_1209    Term Deposit                           7      3.31%      3.75%     -0.44%        Fixed    At Mat.          0.5         0.28
                     term_deposit_1210    Term Deposit                          10      2.82%      3.62%     -0.80%        Fixed    At Mat.          1.0         0.62
                     term_deposit_1211    Term Deposit                          16      3.41%      3.67%     -0.26%        Fixed    At Mat.          5.0          3.6
                     term_deposit_1212    Term Deposit                          22      2.97%      3.75%     -0.78%        Fixed    At Mat.          0.5         0.26
                     term_deposit_1213    Term Deposit                          35      3.00%      3.54%     -0.55%        Fixed    At Mat.          2.0         1.47
                     term_deposit_1214    Term Deposit                          15      2.96%      3.81%     -0.85%        Fixed    At Mat.         0.25         0.14
                     term_deposit_1215    Term Deposit                          11      3.41%      3.75%     -0.34%        Fixed    At Mat.          0.5         0.41
                     term_deposit_1216    Term Deposit                           8      3.22%      3.62%     -0.40%        Fixed    At Mat.          1.0         0.45
                     term_deposit_1217    Term Deposit                          26      3.01%      3.67%     -0.66%        Fixed    At Mat.          5.0         4.82
                     term_deposit_1218    Term Deposit                          44      3.02%      3.54%     -0.52%        Fixed    At Mat.          2.0         1.71
                     term_deposit_1219    Term Deposit                          41      3.06%      3.55%     -0.50%        Fixed    At Mat.          3.0         2.04
                     term_deposit_1220    Term Deposit                          30      3.33%      3.75%     -0.42%        Fixed    At Mat.          0.5         0.44
                     term_deposit_1221    Term Deposit                          28      2.77%      3.62%     -0.85%        Fixed    At Mat.          1.0          0.7
                     term_deposit_1222    Term Deposit                          53      3.57%      3.54%      0.03%        Fixed    At Mat.          2.0          1.3
                     term_deposit_1223    Term Deposit                          24      3.20%      3.81%     -0.61%        Fixed    At Mat.         0.25         0.23
                     term_deposit_1224    Term Deposit                          28      3.19%      3.54%     -0.35%        Fixed    At Mat.          2.0         1.11
                     term_deposit_1225    Term Deposit                          16      3.29%      3.81%     -0.52%        Fixed    At Mat.         0.25         0.14
                     term_deposit_1226    Term Deposit                           9      2.80%      3.54%     -0.73%        Fixed    At Mat.          2.0         1.04
                     term_deposit_1227    Term Deposit                          13      2.88%      3.62%     -0.74%        Fixed    At Mat.          1.0         0.44
                     term_deposit_1228    Term Deposit                          19      3.45%      3.62%     -0.17%        Fixed    At Mat.          1.0         0.82
                     term_deposit_1229    Term Deposit                          20      3.18%      3.75%     -0.57%        Fixed    At Mat.          0.5          0.3
                     term_deposit_1230    Term Deposit                          61      3.45%      3.81%     -0.36%        Fixed    At Mat.         0.25         0.21
                     term_deposit_1231    Term Deposit                          20      2.88%      3.62%     -0.74%        Fixed    At Mat.          1.0         0.64
                     term_deposit_1232    Term Deposit                          39      3.39%      3.75%     -0.36%        Fixed    At Mat.          0.5         0.22
                     term_deposit_1233    Term Deposit                          15      3.18%      3.62%     -0.44%        Fixed    At Mat.          1.0         0.59
                     term_deposit_1234    Term Deposit                          16      3.19%      3.75%     -0.56%        Fixed    At Mat.          0.5          0.3
                     term_deposit_1235    Term Deposit                           9      3.01%      3.62%     -0.61%        Fixed    At Mat.          1.0         0.97
                     term_deposit_1236    Term Deposit                          12      2.76%      3.54%     -0.78%        Fixed    At Mat.          2.0         0.94
                     term_deposit_1237    Term Deposit                          26      3.04%      3.54%     -0.50%        Fixed    At Mat.          2.0          1.5
                     term_deposit_1238    Term Deposit                          19      2.83%      3.54%     -0.71%        Fixed    At Mat.          2.0         1.37
                     term_deposit_1239    Term Deposit                          34      3.28%      3.55%     -0.27%        Fixed    At Mat.          3.0         2.56
                     term_deposit_1240    Term Deposit                          22      3.21%      3.75%     -0.54%        Fixed    At Mat.          0.5          0.4
                     term_deposit_1241    Term Deposit                          16      3.17%      3.75%     -0.57%        Fixed    At Mat.          0.5         0.22
                     term_deposit_1242    Term Deposit                          70      3.32%      3.81%     -0.49%        Fixed    At Mat.         0.25         0.24
                     term_deposit_1243    Term Deposit                          18      3.05%      3.75%     -0.70%        Fixed    At Mat.          0.5          0.4
                     term_deposit_1244    Term Deposit                          39      3.20%      3.75%     -0.55%        Fixed    At Mat.          0.5         0.22
                     term_deposit_1245    Term Deposit                          15      2.86%      3.54%     -0.68%        Fixed    At Mat.          2.0         1.16
                     term_deposit_1246    Term Deposit                          30      3.10%      3.62%     -0.52%        Fixed    At Mat.          1.0         0.84
                     term_deposit_1247    Term Deposit                          34      3.25%      3.62%     -0.37%        Fixed    At Mat.          1.0         0.41
                     term_deposit_1248    Term Deposit                          22      3.17%      3.62%     -0.45%        Fixed    At Mat.          1.0         0.87
                     term_deposit_1249    Term Deposit                           5      2.85%      3.67%     -0.82%        Fixed    At Mat.          5.0         2.31
                     term_deposit_1250    Term Deposit                          20      2.86%      3.62%     -0.76%        Fixed    At Mat.          1.0         0.51
                     term_deposit_1251    Term Deposit                          40      3.42%      3.54%     -0.12%        Fixed    At Mat.          2.0         1.85
                     term_deposit_1252    Term Deposit                          27      3.06%      3.62%     -0.56%        Fixed    At Mat.          1.0         0.55
                     term_deposit_1253    Term Deposit                          25      3.11%      3.62%     -0.51%        Fixed    At Mat.          1.0         0.87
                     term_deposit_1254    Term Deposit                           7      3.14%      3.67%     -0.53%        Fixed    At Mat.          5.0          4.1
                     term_deposit_1255    Term Deposit                          13      3.01%      3.81%     -0.80%        Fixed    At Mat.         0.25         0.18
                     term_deposit_1256    Term Deposit                          25      3.25%      3.67%     -0.42%        Fixed    At Mat.          5.0         2.58
                     term_deposit_1257    Term Deposit                          25      3.47%      3.75%     -0.28%        Fixed    At Mat.          0.5          0.4
                     term_deposit_1258    Term Deposit                          40      3.30%      3.81%     -0.51%        Fixed    At Mat.         0.25         0.14
                     term_deposit_1259    Term Deposit                          18      2.76%      3.55%     -0.79%        Fixed    At Mat.          3.0         2.72
                     term_deposit_1260    Term Deposit                          25      2.86%      3.54%     -0.68%        Fixed    At Mat.          2.0         1.61
                     term_deposit_1261    Term Deposit                          20      3.44%      3.67%     -0.23%        Fixed    At Mat.          5.0         2.64
                     term_deposit_1262    Term Deposit                          11      3.19%      3.54%     -0.35%        Fixed    At Mat.          2.0         1.51
                     term_deposit_1263    Term Deposit                           5      2.99%      3.62%     -0.63%        Fixed    At Mat.          1.0         0.67
                     term_deposit_1264    Term Deposit                          25      3.16%      3.62%     -0.46%        Fixed    At Mat.          1.0         0.86
